HEI name,Type,Region,Funding,URL,Comment
H Bremerhaven (FH),Fachhochschulen (ohne VerwFH),Bremen,Land,www.hs-bremerhaven.de,x
APOLLON H der Gesundheitswirtschaft Bremen (FH),Fachhochschulen (ohne VerwFH),Bremen,Privat,www.apollon-hochschule.de,x
H für Angewandte Wissenschaften Hamburg (FH),Fachhochschulen (ohne VerwFH),Hamburg,Land,www.haw-hamburg.de,x
Berufliche Hochschule Hamburg (FH),Fachhochschulen (ohne VerwFH),Hamburg,Land,bhh.hamburg.de,d
Europ. Fern-H Hamburg GmbH Hamburg (FH),Fachhochschulen (ohne VerwFH),Hamburg,Privat,www.euro-fh.de,x
HFH Hamburger Fern-H (FH),Fachhochschulen (ohne VerwFH),Hamburg,Privat,www.hfh-fernstudium.de,x
HSBA Hamburg School of Business Admin. (FH),Fachhochschulen (ohne VerwFH),Hamburg,Privat,www.hsba.de,x
"Evang. H für Soziale Arbeit und Diakonie, Hamburg (FH)",Fachhochschulen (ohne VerwFH),Hamburg,Kirchlich,Ev-hochschule-hh.de,x
Northern Business School Hamburg (FH),Fachhochschulen (ohne VerwFH),Hamburg,Privat,www.nbs.de,x
Brand University Hamburg (FH),Fachhochschulen (ohne VerwFH),Hamburg,Privat,www.brand-university.de,x
MSH Medical School Hamburg (FH),Fachhochschulen (ohne VerwFH),Hamburg,Privat,www.medicalschool-hamburg.de,d
h_da - H Darmstadt in Darmstadt (FH),Fachhochschulen (ohne VerwFH),Hessen,Land,www.h-da.de,x
Frankfurt University of Applied Sciences (FH),Fachhochschulen (ohne VerwFH),Hessen,Land,www.frankfurt-university.de,x
Hochschule Fulda (FH),Fachhochschulen (ohne VerwFH),Hessen,Land,www.hs-fulda.de,x
Technische Hochschule Mittelhessen (THM) in Friedberg (FH),Fachhochschulen (ohne VerwFH),Hessen,Land,www.thm.de,x
Hochschule RheinMain (FH) in Rüsselsheim,Fachhochschulen (ohne VerwFH),Hessen,Land,www.hs-rm.de,x
Hochschule Geisenheim University (FH),Fachhochschulen (ohne VerwFH),Hessen,Land,www.hs-geisenheim.de,d
"H der Deutschen Gesetzl. Unfallversicherung, Bad Hersfeld (FH)",Fachhochschulen (ohne VerwFH),Hessen,Privat,www.dguv.de,-
accadis Hochschule Bad Homburg (FH),Fachhochschulen (ohne VerwFH),Hessen,Privat,www.accadis.com,x
Wilhelm Büchner Hochschule Darmstadt (Fern-FH),Fern-Fachhochschule,Hessen,Privat,www.wb-fernstudium.de,d
"Provadis School of Intern. Management and Technology, Frankfurt a.M. (FH)",Fachhochschulen (ohne VerwFH),Hessen,Privat,www.provadis-hochschule.de,x
UoL-University of Labour Frankfurt (FH),Fachhochschulen (ohne VerwFH),Hessen,Privat,www.university-of-labour.de,x
DIPLOMA - FH Nordhessen in Bad Sooden-Allendorf (FH),Fachhochschulen (ohne VerwFH),Hessen,Privat,www.diploma.de,x
"Evangelische Hochschule Darmstadt (EHD), (FH)",Fachhochschulen (ohne VerwFH),Hessen,Kirchlich,www.eh-darmstadt.de,x
CVJM-Hochschule Kassel (FH),Fachhochschulen (ohne VerwFH),Hessen,Privat,www.cvjm-hochschule.de,x
Promotionszentrum Soziale Arbeit,Unknown,Hessen,Land,www.promotionszentrum-soziale-arbeit.de,-
Promotionszentrum Angewandte Informatik,Unknown,Hessen,Land,pzai.de,-
Hochschule Neubrandenburg (FH),Fachhochschulen (ohne VerwFH),Mecklenburg-Vorp.,Land,www.hs-nb.de,x
Hochschule Stralsund (FH),Fachhochschulen (ohne VerwFH),Mecklenburg-Vorp.,Land,www.hochschule-stralsund.de,x
Hochschule Wismar (FH),Fachhochschulen (ohne VerwFH),Mecklenburg-Vorp.,Land,www.hs-wismar.de,x
Europäische FH (EUFH) in Rostock (FH),Fachhochschulen (ohne VerwFH),Mecklenburg-Vorp.,Privat,www.eufh.de,d
Hochschule Braunschweig-Wolfenbüttel in Salzgitter (FH),Fachhochschulen (ohne VerwFH),Niedersachsen,Land,www.ostfalia.de,x
Hochschule Emden/Leer in Emden (FH),Fachhochschulen (ohne VerwFH),Niedersachsen,Land,www.hs-emden-leer.de,x
Hochschule Hannover (FH),Fachhochschulen (ohne VerwFH),Niedersachsen,Land,www.hs-hannover.de,x
"Hochschule Weserbergland (HSW), Hameln (FH)",Fachhochschulen (ohne VerwFH),Niedersachsen,Privat,www.hsw-hameln.de,x
Hochschule Hildesheim/Holzminden/Göttingen in Göttingen (FH),Fachhochschulen (ohne VerwFH),Niedersachsen,Land,www.hawk.de,x
Hochschule Wilhelmshaven/Oldenburg/Elsfleth in Elsfleth (FH),Fachhochschulen (ohne VerwFH),Niedersachsen,Land,www.jade-hs.de,x
Hochschule Osnabrück in Osnabrück (FH),Fachhochschulen (ohne VerwFH),Niedersachsen,Land,www.hs-osnabrueck.de,x
"Hochschule21, Buxtehude (FH)",Fachhochschulen (ohne VerwFH),Niedersachsen,Privat,www.hs21.de,x
FH für Interkulturelle Theologie Hermannsburg (FH),Fachhochschulen (ohne VerwFH),Niedersachsen,Privat,www.fh-hermannsburg.de,x
Fachhochschule für die Wirtschaft Hannover (FHDW) (FH),Fachhochschulen (ohne VerwFH),Niedersachsen,Privat,www.fhdw-hannover.de,x
FH Ottersberg (FH),Fachhochschulen (ohne VerwFH),Niedersachsen,Privat,www.hks-ottersberg.de,x
H für Wirtschaft und Technik Vechta/Diepholz in Diepholz (FH),Fachhochschulen (ohne VerwFH),Niedersachsen,Privat,www.phwt.de,x
Leibniz - Fachhochschule Hannover (FH),Fachhochschulen (ohne VerwFH),Niedersachsen,Privat,Leibniz-fh.de,x
FH Aachen in Aachen,Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.fh-aachen.de,x
FH Bielefeld in Bielefeld,Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.fh-bielefeld.de,x
Hochschule Bochum (FH) in Bochum,Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.hochschule-bochum.de,x
Hochschule für Gesundheit Bochum (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.hs-gesundheit.de,x
H Bonn-Rhein-Sieg in Rheinbach (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.h-brs.de,x
FH Dortmund,Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.fh-dortmund.de,x
H Düsseldorf (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.hs-duesseldorf.de,x
Westfälische H in Gelsenkirchen/Bocholt/Recklinghausen (FH) in Bocholt,Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.w-hs.de,x
H Hamm-Lippstadt in Hamm (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.hshl.de,x
Technische Hochschule Köln (FH) in Gummersbach,Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.th-koeln.de,x
TH Ostwestfalen-Lippe in Lemgo/Detmold/Höxter in Detmold (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.th-owl.de,x
FH Münster in Münster,Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.fh-muenster.de,x
H Niederrhein in Krefeld (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.hs-niederrhein.de,x
H Rhein-Waal in Kleve (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.hochschule-rhein-waal.de,x
FH Südwestfalen in Hagen,Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.fh-swf.de,x
H Ruhr-West (FH) in Bottrop,Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Land,www.hochschule-ruhr-west.de,x
Fliedner Fachhochschule Düsseldorf (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Privat,www.fliedner-fachhochschule.de,x
"Kolping H, Köln (FH)",Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Privat,www.kolping-hochschule.de,x
TH Georg Agricola Bochum (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Privat,www.thga.de,x
EBZ Business School Bochum (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Privat,www.ebz-business-school.de,x
H für Finanzwirtschaft & Management Bonn (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Privat,www.s-hochschule.de,x
IST-Hochschule für Management Düsseldorf (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Privat,www.ist-hochschule.de,x
SRH Hochschule Nordrhein-Westfalen Hamm in Hamm (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Privat,www.srh-hochschule-nrw.de,x
"CBS International Business School, Campus Köln (FH)",Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Privat,www.cbs.de,x
Rheinische FH Köln in Köln (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Privat,www.rfh-koeln.de,x
FH der Wirtschaft Paderborn in Bergisch-Gladbach (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Privat,www.fhdw.de,x
FH der Diakonie Bielefeld-Bethel (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Kirchlich,www.fh-diakonie.de,x
"Evang. Hochschule Rheinland-Westfalen-Lippe, Bochum (FH)",Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Kirchlich,www.evh-bochum.de,x
Kath. Hochschule Nordrhein-Westfalen in Aachen (FH),Fachhochschulen (ohne VerwFH),Nordrhein-Westfalen,Kirchlich,Katho-nrw.de,x
Technische Hochschule Bingen (FH),Fachhochschulen (ohne VerwFH),Rheinland-Pfalz,Land,www.th-bingen.de,x
Hochschule Kaiserslautern in Kaiserslautern (FH),Fachhochschulen (ohne VerwFH),Rheinland-Pfalz,Land,www.hs-kl.de,x
Hochschule Koblenz (FH) in Höhr-Grenzhausen,Fachhochschulen (ohne VerwFH),Rheinland-Pfalz,Land,www.hs-koblenz.de,x
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen (FH),Fachhochschulen (ohne VerwFH),Rheinland-Pfalz,Land,www.hwg-lu.de,x
Hochschule Mainz (FH),Fachhochschulen (ohne VerwFH),Rheinland-Pfalz,Land,www.hs-mainz.de,x
Hochschule Trier (FH) in Birkenfeld,Fachhochschulen (ohne VerwFH),Rheinland-Pfalz,Land,www.hochschule-trier.de,x
Hochschule Worms (FH),Fachhochschulen (ohne VerwFH),Rheinland-Pfalz,Land,www.hs-worms.de,x
Katholische Hochschule Mainz (FH),Fachhochschulen (ohne VerwFH),Rheinland-Pfalz,Kirchlich,www.kh-mz.de,x
Cusanus Hochschule für Gesellschaftsgestaltung Bernkastel-Kues (FH),Fachhochschulen (ohne VerwFH),Rheinland-Pfalz,Privat,www.cusanus-hochschule.de,x
H für Technik und Wirtschaft des Saarlandes Saarbrücken (FH),Fachhochschulen (ohne VerwFH),Saarland,Land,www.htwsaar.de,x
"Deutsche Hochschule für Prävention und Gesundheitsmanagement, Saarbrücken (FH)",Fachhochschulen (ohne VerwFH),Saarland,Privat,www.dhfpg.de,x
"H für Technik und Wirtschaft Dresden, Hochschule für angewandte Wissenschaften (FH)",Fachhochschulen (ohne VerwFH),Sachsen,Land,www.htw-dresden.de,x
"H für Technik, Wirtschaft und Kultur Leipzig, Hochschule für angewandte Wissenschaften (FH)",Fachhochschulen (ohne VerwFH),Sachsen,Land,www.htwk-leipzig.de,x
"H Mittweida (University of Applied Sciences), Hochschule für angewandte Wissenschaften (FH)",Fachhochschulen (ohne VerwFH),Sachsen,Land,www.hs-mittweida.de,x
"H Zittau/Görlitz, Hochschule für angewandte Wissenschaften (FH)",Fachhochschulen (ohne VerwFH),Sachsen,Land,www.hszg.de,x
"Westsächsische H Zwickau, Hochschule für angewandte Wissenschaften (FH)",Fachhochschulen (ohne VerwFH),Sachsen,Land,www.fh-zwickau.de,x
Hochschule für Telekommunikation Leipzig (FH),Fachhochschulen (ohne VerwFH),Sachsen,Privat,www.hft-leipzig.de,-
SRH Berlin University of Applied Sciences in Dresden (FH),Fachhochschulen (ohne VerwFH),Sachsen,Privat,www.srh-campus-dresden.de,-
Evangelische Hochschule Dresden in Dresden (FH),Fachhochschulen (ohne VerwFH),Sachsen,Kirchlich,www.ehs-dresden.de,x
Fachhochschule Dresden (FH),Fachhochschulen (ohne VerwFH),Sachsen,Privat,www.fh-dresden.eu,x
H Anhalt in Bernburg (FH),Fachhochschulen (ohne VerwFH),Sachsen-Anhalt,Land,www.hs-anhalt.de,x
H Harz in Halberstadt (FH),Fachhochschulen (ohne VerwFH),Sachsen-Anhalt,Land,www.hs-harz.de,x
H Magdeburg-Stendal in Magdeburg (FH),Fachhochschulen (ohne VerwFH),Sachsen-Anhalt,Land,www.h2.de,x
Hochschule Merseburg (FH),Fachhochschulen (ohne VerwFH),Sachsen-Anhalt,Land,www.hs-merseburg.de,x
Hochschule Flensburg (FH),Fachhochschulen (ohne VerwFH),Schleswig-Holstein,Land,www.hs-flensburg.de,x
"FH Westküste, Heide",Fachhochschulen (ohne VerwFH),Schleswig-Holstein,Land,www.fh-westkueste.de,x
FH Kiel,Fachhochschulen (ohne VerwFH),Schleswig-Holstein,Land,www.fh-kiel.de,x
Technische Hochschule Lübeck (FH),Fachhochschulen (ohne VerwFH),Schleswig-Holstein,Land,www.th-luebeck.de,x
Hochschule der Wirtschaft (Nordakademie) Elmshorn (FH),Fachhochschulen (ohne VerwFH),Schleswig-Holstein,Privat,www.nordakademie.de,x
FH Wedel (FH),Fachhochschulen (ohne VerwFH),Schleswig-Holstein,Privat,www.fh-wedel.de,x
"DHSH - Duale Hochschule Schleswig-Holstein, Kiel (FH)",Fachhochschulen (ohne VerwFH),Schleswig-Holstein,Privat,www.dhsh.de,x
FH Erfurt,Fachhochschulen (ohne VerwFH),Thüringen,Land,www.fh-erfurt.de,x
Ernst-Abbe-Hochschule Jena (FH),Fachhochschulen (ohne VerwFH),Thüringen,Land,www.eah-jena.de,x
Hochschule Nordhausen (FH),Fachhochschulen (ohne VerwFH),Thüringen,Land,www.hs-nordhausen.de,x
Hochschule Schmalkalden (FH),Fachhochschulen (ohne VerwFH),Thüringen,Land,www.hs-schmalkalden.de,x
SRH FH für Gesundheit Gera (FH),Fachhochschulen (ohne VerwFH),Thüringen,Privat,www.srh-gesundheitshochschule.de,x
Duale Hochschule Gera-Eisenach in Eisenach (FH),Fachhochschulen (ohne VerwFH),Thüringen,Land,www.dhge.de,d
FH für öffentliche Verwaltung Kehl (Verw-FH),Verwaltungsfachhochschulen,Baden-Württemberg,Land,www.hs-kehl.de,x
Hochschule Ludwigsburg für öffentliche Verwaltung und Finanzen  (Verw-FH),Verwaltungsfachhochschulen,Baden-Württemberg,Land,www.hs-ludwigsburg.de,x
FH für Rechtspflege Schwetzingen (Verw-FH),Verwaltungsfachhochschulen,Baden-Württemberg,Land,www.fh-schwetzingen.de,x
Staatl. H für Polizei Villingen-Schwenningen (Verw-FH),Verwaltungsfachhochschulen,Baden-Württemberg,Land,www.hfpol-bw.de,x
"Hochschule des Bundes für öffentliche Verwaltung, FB Bundeswehrverwaltung in Mannheim",Hochschule,Baden-Württemberg,Bund,www.hsbund.de,d
Hochschule für den öffentlichen Dienst in Bayern Standort Fürstenfeldbruck (Polizei) (Verw-FH),Verwaltungsfachhochschulen,Bayern,Land,www.fhvr.bayern.de,x
Hochschule der Polizei Brandenburg in Oranienburg (Verw-FH),Verwaltungsfachhochschulen,Brandenburg,Land,www.hpolbb.de,x
FH für Finanzen Brandenburg Königs Wusterhausen (Verw-FH),Verwaltungsfachhochschulen,Brandenburg,Land,Fhf-kw.brandenburg.de,d
H für öffentliche Verwaltung Bremen (Verw-FH),Verwaltungsfachhochschulen,Bremen,Land,www.hfoev.bremen.de,x
Akademie der Polizei Hamburg (Verw-FH),Verwaltungsfachhochschulen,Hamburg,Land,Akademie-der-polizei.hamburg.de,x
FH für Archivwesen Marburg (Verw-FH),Verwaltungsfachhochschulen,Hessen,Land,www.archivschule.de,x
Hessische Hochschule für Finanzen und Rechtspflege Rotenburg (Verw-FH),Verwaltungsfachhochschulen,Hessen,Land,Studienzentrum-rotenburg.hessen.de,x
Hessische Hochschule für Polizei und Verwaltung Wiesbaden in Gießen (Verw-FH),Verwaltungsfachhochschulen,Hessen,Land,hoems.hessen.de,x
"FH für öffentliche Verwaltung, Polizei und Rechtspflege in Güstrow (Verw-FH)",Verwaltungsfachhochschulen,Mecklenburg-Vorp.,Land,www.fh-guestrow.de,x
Norddeutsche Hochschule für Rechtspflege Hildesheim (Verw-FH),Verwaltungsfachhochschulen,Niedersachsen,Land,www.hr-nord.niedersachsen.de,x
"Kommunale H für Verwaltung in Niedersachsen, Hannover (Verw-FH)",Verwaltungsfachhochschulen,Niedersachsen,Privat,www.nsi-hsvn.de,d
FH für Rechtspflege NW in Bad Münstereifel (Verw-FH),Verwaltungsfachhochschulen,Nordrhein-Westfalen,Land,www.fhr.nrw.de,x
Hochschule für Polizei und öffentliche Verwaltung NW in Aachen (Verw-FH),Verwaltungsfachhochschulen,Nordrhein-Westfalen,Land,www.hspv.nrw.de,x
Hochschule für Finanzen Rheinland-Pfalz (HFin) in Edenkoben (Verw-FH),Verwaltungsfachhochschulen,Rheinland-Pfalz,Land,landesfinanzschule-edenkoben.fin-rlp.de,x
Hochschule der Deutschen Bundesbank Hachenburg (Verw-FH),Verwaltungsfachhochschulen,Rheinland-Pfalz,Bund,www.hochschule-bundesbank.de,d
"Hochschule für öffentliche Verwaltung Rheinland-Pfalz (HöV) Mayen, FB Innere Verwaltung in Mayen",Hochschule,Rheinland-Pfalz,Land,Hoev-rlp.de,x
Hochschule Meißen (FH) und Fortbildungszentrum (Verw-FH),Fachhochschulen (ohne VerwFH),Sachsen,Land,www.hsf.sachsen.de,d
"FH Polizei Sachsen-Anhalt, Aschersleben (Verw-FH)",Verwaltungsfachhochschulen,Sachsen-Anhalt,Land,Fh-polizei.sachsen-anhalt.de,x
FH für Verwaltung und Dienstleistung Altenholz in Altenholz (Verw-FH),Verwaltungsfachhochschulen,Schleswig-Holstein,Land,www.fhvd-sh.de,x
Thüringer FH für öffentliche Verwaltung Gotha (Verw-FH),Verwaltungsfachhochschulen,Thüringen,Land,bildungszentrum.thueringen.de,x
Berufsakademie Hamburg (BA),Berufsakademie,Hamburg,Privat,www.ba-hamburg.de,-
"Berufsakademie Nord GmbH, University of Cooperative Education Hamburg (BA)",Berufsakademie,Hamburg,Privat,Studieren-ba-nord.de,-
Akademie für Tonkunst Darmstadt,Unknown,Hessen,Bund,www.akademie-fuer-tonkunst.de,-
Berufsakademie Rhein-Main Rödermark (BA),Berufsakademie,Hessen,Privat,studenten.ba-rm.de,-
Brüder-Grimm-Berufsakademie Hanau (BA),Berufsakademie,Hessen,Privat,www.bg-ba.de,-
Deutsche Berufsakademie Sport und Gesundheit (dba) in Baunatal (BA),Berufsakademie,Hessen,Privat,www.dba-baunatal.de,-
Dr. Hoch's Konservatorium - Musikakademie Frankfurt am Main,Unknown,Hessen,Bund,www.dr-hochs.de,-
Europäische Studienakademie Kälte-Klima-Lüftung (ESaK) Maintal (BA),Berufsakademie,Hessen,Privat,www.esak.de,-
"Hessische Berufsakademie Frankfurt, Studienort Frankfurt (BA)",Berufsakademie,Hessen,Privat,www.hessische-ba.de,-
"Intern. Berufsakademie der F+U Unternehmensgruppe Darmstadt (iba), Studienort Berlin ()",Interne Berufsakademie,Hessen,Privat,www.ibadual.com,-
Berufsakademie Fulda,Berufsakademie,Hessen,Privat,www.ba-fulda.de,-
Wiesbadener Musikakademie (WMA),Unknown,Hessen,Bund,www.wma-wiesbaden.de,-
Berufsakademie Holztechnik Melle (BA),Berufsakademie,Niedersachsen,Privat,www.ba-melle.de,-
"Berufsakademie für Bankwirtschaft Hannover-Rastede, Studienort Hannover (BA)",Berufsakademie,Niedersachsen,Privat,www.ba-bankwirtschaft.de,-
Berufsakademie für IT und Wirtschaft Oldenburg (BA),Berufsakademie,Niedersachsen,Privat,www.ibs-ol.de,-
Berufsakademie Göttingen (BA),Berufsakademie,Niedersachsen,Privat,www.vwa-goettingen.de,-
Berufsakademie Lüneburg (BA),Berufsakademie,Niedersachsen,Privat,www.vwa-lueneburg.de,-
Berufsakademie Welfenakademie Braunschweig (BA),Berufsakademie,Niedersachsen,Privat,welfenakademie.de,-
Berufsakademie Wilhelmshaven (BA),Berufsakademie,Niedersachsen,Privat,Berufsakademie-wilhelmshaven.de,-
ASW - Berufsakademie Saarland Neunkirchen (BA),Berufsakademie,Saarland,Privat,www.asw-berufsakademie.de,-
"BA GSS - Berufsakademie für Gesundheits- und Sozialwesen Saarland gGmbH, Saarbrücken (BA)",Berufsakademie,Saarland,Privat,www.shg-kliniken.de,-
"ISBA gGmbH - Internationale Studien- und Berufsakademie, Saarbrücken (BA)",Berufsakademie,Saarland,Privat,www.isba-studium.de,-
"Berufsakademie Heimerer GmbH, Quierschied (BA)",Berufsakademie,Saarland,Privat,www.heimerer.de,-
"Berufsakademie Sachsen - Staatliche Studienakademie, Studienort Bautzen",Berufsakademie,Sachsen,Bund,www.ba-bautzen.de,-
"Berufsakademie Sachsen - Staatliche Studienakademie, Studienort Breitenbrunn",Berufsakademie,Sachsen,Bund,www.ba-breitenbrunn.de,-
"Berufsakademie Sachsen - Staatliche Studienakademie, Studienort Dresden",Berufsakademie,Sachsen,Bund,www.ba-dresden.de,-
"Berufsakademie Sachsen - Staatliche Studienakademie, Studienort Glauchau",Berufsakademie,Sachsen,Bund,www.ba-glauchau.de,-
"Berufsakademie Sachsen - Staatliche Studienakademie, Studienort Leipzig",Berufsakademie,Sachsen,Bund,www.ba-leipzig.de,-
"Berufsakademie Sachsen - Staatliche Studienakademie, Studienort Riesa",Berufsakademie,Sachsen,Bund,www.ba-riesa.de,-
"Berufsakademie Sachsen - Staatliche Studienakademie, Studienort Plauen",Berufsakademie,Sachsen,Bund,www.ba-plauen.de,-
