id,region,name,category,url,grade,SSLv2.0,SSLv3.0,TLSv1.0,TLSv1.1,TLSv1.2,TLSv1.3,dns_caa,issuer,key_size,key_alg,signature_alg,must_staple,sct,subject,is_valid,cert_chain_trust,beast,heartbleed,poodle,freak,ccs_injection,lucky_minus20,ticket_bleed,bleichenbacher,zombie_poodle,golden_doodle,zero_length_padding_oracle,sleeping_poodle,poodle_tls
194,Bayern,Munich Business School München (FH),Private,www.munich-business-school.de,A,False,False,False,False,True,False,False,Sectigo RSA Domain Validation Secure Server CA,2048,RSA,SHA256withRSA,False,True,*.munich-business-school.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
192,Bayern,"Hochschule für angewandtes Management, Ismaning (FH)",Private,www.fham.de,A,False,False,False,False,True,True,False,R3,2048,RSA,SHA256withRSA,False,True,fham.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
193,Bayern,Internationale Hochschule SDI München-Hochschule für angewandte Wissenschaften (FH),Private,www.sdi-muenchen.de,A,False,False,False,False,True,True,False,Starfield Secure Certificate Authority - G2,2048,RSA,SHA256withRSA,False,True,sdi-muenchen.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
198,Berlin,Alice Salomon Hochschule Berlin (FH),Public,www.ash-berlin.eu,A+,False,False,False,False,True,True,True,DFN-Verein Global Issuing CA,2048,RSA,SHA256withRSA,False,True,www.ash-berlin.eu,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
195,Bayern,"SRH Wilhelm Löhe Hochschule, Fürth (FH)",Private,www.srh-hochschule-fuerth.de,A+,False,False,False,False,True,True,False,R3,2048,RSA,SHA256withRSA,False,True,srh-hochschule-fuerth.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
197,Bayern,Katholische Stiftungshochschule München (FH),Private,www.ksh-muenchen.de,A+,False,False,False,False,True,True,False,DFN-Verein Global Issuing CA,3072,RSA,SHA256withRSA,False,True,ksh-muenchen.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
196,Bayern,Evang. Hochschule Nürnberg (FH),Private,www.evhn.de,A+,False,False,False,False,True,False,False,Sectigo ECC Organization Validation Secure Server CA,256,EC,SHA256withECDSA,False,True,www.evhn.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
199,Berlin,Berliner Hochschule für Technik (FH),Public,www.bht-berlin.de,A,False,False,False,False,True,False,True,Sectigo ECC Organization Validation Secure Server CA,256,EC,SHA256withECDSA,False,True,www.bht-berlin.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
201,Berlin,"HWR Berlin, Fachbereich Wirtschaft (FH)",Public,www.hwr-berlin.de,A+,False,False,False,False,True,True,True,Sectigo RSA Organization Validation Secure Server CA,4096,RSA,SHA256withRSA,False,True,www.hwr-berlin.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
200,Berlin,H für Technik und Wirtschaft Berlin (FH),Public,www.htw-berlin.de,B,False,False,False,False,True,False,False,GEANT OV RSA CA 4,4096,RSA,SHA384withRSA,False,True,www.htw-berlin.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
202,Berlin,BSP Business and Law School - Hochschule für Management und Recht Berlin in Berlin (FH),Private,www.businessschool-berlin.de,A+,False,False,False,False,True,True,False,Sectigo RSA Domain Validation Secure Server CA,2048,RSA,SHA256withRSA,False,True,businessschool-berlin.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
204,Berlin,Akkon Hochschule Berlin (FH),Private,www.akkon-hochschule.de,B,False,False,False,False,True,True,False,GeoTrust RSA CA 2018,4096,RSA,SHA256withRSA,False,True,*.akkon-hochschule.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
203,Berlin,bbw Hochschule Berlin (FH),Private,www.bbw-hochschule.de,B,False,False,True,True,True,True,False,Thawte TLS RSA CA G1,2048,RSA,SHA256withRSA,False,True,www.bbw-hochschule.de,True,False,True,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
205,Berlin,"Medical School Berlin, H für Gesundheit und Medizin (FH)",Private,www.medicalschool-berlin.de,A+,False,False,False,False,True,True,False,Sectigo RSA Domain Validation Secure Server CA,2048,RSA,SHA256withRSA,False,True,medicalschool-berlin.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
206,Berlin,Digital Business University Berlin (FH),Private,www.dbuas.de,A,False,False,False,False,True,True,False,R3,2048,RSA,SHA256withRSA,False,True,dbuas.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
207,Berlin,"H für Medien, Kommunikation und Wirtschaft Berlin in Berlin (FH)",Private,www.hmkw.de,A,False,False,False,False,True,True,False,R3,2048,RSA,SHA256withRSA,False,True,hmkw.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
209,Berlin,CODE University of Applied Sciences Berlin (FH),Private,code.berlin,A,False,False,False,False,True,True,True,R3,2048,RSA,SHA256withRSA,False,True,code.berlin,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
208,Berlin,SRH Berlin University of Applied Sciences in Berlin (FH),Private,www.srh-berlin.de,A+,False,False,False,False,True,True,False,R3,2048,RSA,SHA256withRSA,False,True,srh-berlin.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
210,Berlin,Hochschule für angewandte Pädagogik Berlin (FH),Private,www.hsap.de,A,False,False,False,False,True,True,True,R3,2048,RSA,SHA256withRSA,False,True,www.hsap.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
211,Berlin,Berlin International University of Applied Sciences (FH),Private,www.berlin-international.de,A,False,False,False,False,True,True,False,"""cPanel",2048,RSA,SHA256withRSA,False,True,berlin-international.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
213,Berlin,Quadriga Hochschule Berlin (FH),Private,www.quadriga-hochschule.com,A+,False,False,False,False,True,True,False,R3,2048,RSA,SHA256withRSA,False,True,quadriga-hochschule.com,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
214,Berlin,Evangelische Hochschule Berlin (FH),Private,www.eh-berlin.de,A+,False,False,False,False,True,True,False,Sectigo RSA Domain Validation Secure Server CA,2048,RSA,SHA256withRSA,False,True,eh-berlin.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
216,Brandenburg,Technische Hochschule Brandenburg (FH),Public,www.th-brandenburg.de,A+,False,False,False,False,True,True,False,DFN-Verein Global Issuing CA,4096,RSA,SHA256withRSA,False,True,www.th-brandenburg.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
215,Berlin,Katholische Hochschule für Sozialwesen Berlin (FH),Private,www.khsb-berlin.de,B,False,False,True,True,True,False,False,Sectigo RSA Domain Validation Secure Server CA,2048,RSA,SHA256withRSA,False,True,khsb-berlin.de,True,False,True,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
217,Brandenburg,Hochschule für nachhaltige Entwicklung Eberswalde (FH),Public,www.hnee.de,B,False,False,True,True,True,False,False,DFN-Verein Global Issuing CA,4096,RSA,SHA256withRSA,False,True,cabacos-m.fh-eberswalde.de,True,True,True,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
212,Berlin,DEKRA Hochschule für Medien Berlin (FH),Private,www.dekra-hochschule.de,B,False,False,True,True,True,True,False,GTS CA 1P5,2048,RSA,SHA256withRSA,False,True,*.dekra-hochschule.de,True,True,True,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
220,Brandenburg,Technische Hochschule Wildau (FH),Public,www.th-wildau.de,A,False,False,False,False,True,False,True,GEANT OV RSA CA 4,2048,RSA,SHA384withRSA,False,True,www.th-wildau.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
219,Brandenburg,Fachhochschule für Sport und Management Potsdam (FH),Private,www.fhsmp.de,A,False,False,False,False,True,True,False,RapidSSL TLS RSA CA G1,2048,RSA,SHA256withRSA,False,True,fhsmp.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
221,Brandenburg,Theologische Hochschule Elstal (FH),Private,www.th-elstal.de,A+,False,False,False,False,True,True,False,R3,4096,RSA,SHA256withRSA,False,True,www.8brillen.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
222,Brandenburg,Fachhochschule Clara Hoffbauer Potsdam (FH),Private,www.fhchp.de,A,False,False,False,False,True,True,False,R3,2048,RSA,SHA256withRSA,False,True,fhchp.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
225,Bremen,H Bremen (FH),Public,www.hs-bremen.de,A+,False,False,False,False,True,True,True,GEANT OV RSA CA 4,4096,RSA,SHA384withRSA,False,True,www.hs-bremen.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
224,Brandenburg,GISMA Business School Potsdam (FH),Private,www.gisma.com,A+,False,False,False,False,True,True,False,R3,2048,RSA,SHA256withRSA,False,True,*.gisma.com,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
218,Brandenburg,FH Potsdam,Public,www.fh-potsdam.de,A+,False,False,False,False,True,True,True,GEANT OV RSA CA 4,4096,RSA,SHA384withRSA,False,True,fh-potsdam.de,True,True,False,False,False,False,not vulnerable,test failed,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,timeout
226,Bremen,H Bremerhaven (FH),Public,www.hs-bremerhaven.de,A,False,False,False,False,True,True,False,GEANT OV RSA CA 4,4096,RSA,SHA384withRSA,False,True,www.hs-bremerhaven.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
227,Bremen,APOLLON H der Gesundheitswirtschaft Bremen (FH),Private,www.apollon-hochschule.de,A,False,False,False,False,True,True,False,Sectigo RSA Domain Validation Secure Server CA,2048,RSA,SHA256withRSA,False,True,*.apollon-hochschule.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
228,Hamburg,H für Angewandte Wissenschaften Hamburg (FH),Public,www.haw-hamburg.de,A+,False,False,False,False,True,True,False,R3,2048,RSA,SHA256withRSA,False,True,haw-hamburg.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
229,Hamburg,Europ. Fern-H Hamburg GmbH Hamburg (FH),Private,www.euro-fh.de,A+,False,False,False,False,True,True,False,RapidSSL TLS RSA CA G1,2048,RSA,SHA256withRSA,False,True,*.euro-fh.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
223,Brandenburg,XU Exponential University Potsdam (FH),Private,xu-university.com,B,False,False,True,True,True,True,True,GTS CA 1P5,2048,RSA,SHA256withRSA,False,True,*.xu-university.com,True,True,True,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
230,Hamburg,HFH Hamburger Fern-H (FH),Private,www.hfh-fernstudium.de,A,False,False,False,False,True,True,False,ZeroSSL RSA Domain Secure Site CA,2048,RSA,SHA384withRSA,False,True,hfh-fernstudium.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
231,Hamburg,HSBA Hamburg School of Business Admin. (FH),Private,www.hsba.de,A,False,False,False,False,True,True,False,R3,256,EC,SHA256withRSA,False,True,hsba.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
232,Hamburg,"Evang. H für Soziale Arbeit und Diakonie, Hamburg (FH)",Private,www.ev-hochschule-hh.de,A,False,False,False,False,True,False,False,R3,2048,RSA,SHA256withRSA,False,True,www.ev-hochschule-hh.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
234,Hamburg,Brand University Hamburg (FH),Private,www.brand-university.de,A,False,False,False,False,True,True,False,R3,2048,RSA,SHA256withRSA,False,True,brand-university.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
233,Hamburg,Northern Business School Hamburg (FH),Private,www.nbs.de,A,False,False,False,False,True,True,False,RapidSSL Global TLS RSA4096 SHA256 2022 CA1,2048,RSA,SHA256withRSA,False,True,*.nbs.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
236,Hessen,Frankfurt University of Applied Sciences (FH),Public,www.frankfurt-university.de,A+,False,False,False,False,True,True,True,DFN-Verein Global Issuing CA,2048,RSA,SHA256withRSA,False,True,www.frankfurt-university.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
235,Hessen,h_da - H Darmstadt in Darmstadt (FH),Public,www.h-da.de,A+,False,False,False,False,True,True,False,GEANT OV RSA CA 4,4096,RSA,SHA384withRSA,False,True,www.h-da.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
237,Hessen,Hochschule Fulda (FH),Public,www.hs-fulda.de,A+,False,False,False,False,True,False,False,DFN-Verein Global Issuing CA,4096,RSA,SHA256withRSA,False,True,hs-fulda.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
238,Hessen,Technische Hochschule Mittelhessen (THM) in Friedberg (FH),Public,www.thm.de,A,False,False,False,False,True,True,True,Sectigo RSA Organization Validation Secure Server CA,4096,RSA,SHA256withRSA,False,True,www.thm.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
239,Hessen,Hochschule RheinMain (FH) in Rüsselsheim,Public,www.hs-rm.de,A,False,False,False,False,True,False,False,DFN-Verein Global Issuing CA,2048,RSA,SHA256withRSA,False,True,www.hs-rm.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,test failed,test failed,test failed,test failed,not vulnerable
240,Hessen,accadis Hochschule Bad Homburg (FH),Private,www.accadis.com,A,False,False,False,False,True,True,False,R3,3072,RSA,SHA256withRSA,False,True,accadis.com,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
243,Hessen,DIPLOMA - FH Nordhessen in Bad Sooden-Allendorf (FH),Private,www.diploma.de,A,False,False,False,False,True,True,False,Sectigo RSA Organization Validation Secure Server CA,2048,RSA,SHA256withRSA,False,True,diploma.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
241,Hessen,"Provadis School of Intern. Management and Technology, Frankfurt a.M. (FH)",Private,www.provadis-hochschule.de,B,False,False,True,True,True,True,False,Sectigo RSA Organization Validation Secure Server CA,2048,RSA,SHA256withRSA,False,True,*.provadis-hochschule.de,True,False,True,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
242,Hessen,UoL-University of Labour Frankfurt (FH),Private,www.university-of-labour.de,A,False,False,False,False,True,True,False,R3,2048,RSA,SHA256withRSA,False,True,www.university-of-labour.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
246,Mecklenburg-Vorpommern,Hochschule Neubrandenburg (FH),Public,www.hs-nb.de,A+,False,False,False,False,True,True,True,GEANT OV RSA CA 4,4096,RSA,SHA384withRSA,False,True,www.hs-nb.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
247,Mecklenburg-Vorpommern,Hochschule Stralsund (FH),Public,www.hochschule-stralsund.de,A+,False,False,False,False,True,True,False,GEANT OV RSA CA 4,4096,RSA,SHA384withRSA,False,True,www.hochschule-stralsund.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
245,Hessen,CVJM-Hochschule Kassel (FH),Private,www.cvjm-hochschule.de,B,False,False,True,True,True,False,False,R3,2048,RSA,SHA256withRSA,False,True,www.cvjm-hochschule.de,True,True,True,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
249,Niedersachsen,Hochschule Braunschweig-Wolfenbüttel in Salzgitter (FH),Public,www.ostfalia.de,A,False,False,False,False,True,False,False,GEANT OV RSA CA 4,2048,RSA,SHA384withRSA,False,True,www.ostfalia.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
248,Mecklenburg-Vorpommern,Hochschule Wismar (FH),Public,www.hs-wismar.de,A+,False,False,False,False,True,True,False,GEANT OV RSA CA 4,4096,RSA,SHA384withRSA,False,True,www.hs-wismar.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
244,Hessen,"Evangelische Hochschule Darmstadt (EHD), (FH)",Private,www.eh-darmstadt.de,B,False,False,False,False,True,True,False,GEANT OV RSA CA 4,4096,RSA,SHA384withRSA,False,True,*.eh-darmstadt.de,True,False,False,False,False,False,not vulnerable,test failed,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,timeout
250,Niedersachsen,Hochschule Emden/Leer in Emden (FH),Public,www.hs-emden-leer.de,A,False,False,False,False,True,True,False,DFN-Verein Global Issuing CA,2048,RSA,SHA256withRSA,False,True,www.hs-emden-leer.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
252,Niedersachsen,"Hochschule Weserbergland (HSW), Hameln (FH)",Private,www.hsw-hameln.de,A,False,False,False,False,True,True,False,Sectigo RSA Domain Validation Secure Server CA,2048,RSA,SHA256withRSA,False,True,*.hsw-hameln.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
253,Niedersachsen,Hochschule Hildesheim/Holzminden/Göttingen in Göttingen (FH),Public,www.hawk.de,B,False,False,False,False,True,True,False,DFN-Verein Global Issuing CA,2048,RSA,SHA256withRSA,False,True,hil-www-dp02.hawk.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
254,Niedersachsen,Hochschule Wilhelmshaven/Oldenburg/Elsfleth in Elsfleth (FH),Public,www.jade-hs.de,A,False,False,False,False,True,True,False,Sectigo RSA Organization Validation Secure Server CA,2048,RSA,SHA256withRSA,False,True,www.jade-hs.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
255,Niedersachsen,Hochschule Osnabrück in Osnabrück (FH),Public,www.hs-osnabrueck.de,A+,False,False,False,False,True,False,True,DFN-Verein Global Issuing CA,2048,RSA,SHA256withRSA,False,True,www.hs-osnabrueck.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
256,Niedersachsen,"Hochschule21, Buxtehude (FH)",Private,www.hs21.de,A,False,False,False,False,True,True,False,Sectigo RSA Domain Validation Secure Server CA,2048,RSA,SHA256withRSA,False,True,*.hs21.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
259,Niedersachsen,FH Ottersberg (FH),Private,www.hks-ottersberg.de,A,False,False,False,False,True,False,False,Encryption Everywhere DV TLS CA - G2,2048,RSA,SHA256withRSA,False,True,www.hks-ottersberg.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
251,Niedersachsen,Hochschule Hannover (FH),Public,www.hs-hannover.de,A+,False,False,False,False,True,False,False,DFN-Verein Global Issuing CA,4096,RSA,SHA256withRSA,False,True,hs-hannover.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
260,Niedersachsen,H für Wirtschaft und Technik Vechta/Diepholz in Diepholz (FH),Private,www.phwt.de,B,False,False,True,True,True,True,False,Thawte TLS RSA CA G1,2048,RSA,SHA256withRSA,False,True,*.phwt.de,True,True,True,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
257,Niedersachsen,FH für Interkulturelle Theologie Hermannsburg (FH),Private,www.fh-hermannsburg.de,B,False,False,True,True,True,False,False,R3,4096,RSA,SHA256withRSA,False,True,www.fh-hermannsburg.de,True,True,True,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
261,Niedersachsen,Leibniz - Fachhochschule Hannover (FH),Private,www.leibniz-fh.de,A,False,False,False,False,True,True,False,R3,2048,RSA,SHA256withRSA,False,True,www.leibniz-fh.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
262,Nordrhein-Westfalen,FH Aachen in Aachen,Public,www.fh-aachen.de,A,False,False,False,False,True,False,False,Sectigo RSA Organization Validation Secure Server CA,2048,RSA,SHA256withRSA,False,True,www.fh-aachen.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
258,Niedersachsen,Fachhochschule für die Wirtschaft Hannover (FHDW) (FH),Private,www.fhdw-hannover.de,A,False,False,False,False,True,True,False,GTS CA 1P5,2048,RSA,SHA256withRSA,False,True,fhdw-hannover.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
263,Nordrhein-Westfalen,FH Bielefeld in Bielefeld,Public,www.fh-bielefeld.de,A,False,False,False,False,True,True,False,DFN-Verein Global Issuing CA,2048,RSA,SHA256withRSA,False,True,fh-bielefeld.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
266,Nordrhein-Westfalen,H Bonn-Rhein-Sieg in Rheinbach (FH),Public,www.h-brs.de,A,False,False,False,False,True,True,False,DFN-Verein Global Issuing CA,4096,RSA,SHA256withRSA,False,True,www.h-brs.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
267,Nordrhein-Westfalen,FH Dortmund,Public,www.fh-dortmund.de,A+,False,False,False,False,True,True,False,GEANT OV RSA CA 4,4096,RSA,SHA384withRSA,False,True,www.fh-dortmund.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
264,Nordrhein-Westfalen,Hochschule Bochum (FH) in Bochum,Public,www.hochschule-bochum.de,B,False,False,False,False,True,True,False,GEANT OV RSA CA 4,2048,RSA,SHA384withRSA,False,True,www.hs-bochum.de,True,True,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
265,Nordrhein-Westfalen,Hochschule für Gesundheit Bochum (FH),Public,www.hs-gesundheit.de,A+,False,False,False,False,True,True,False,Starfield Secure Certificate Authority - G2,2048,RSA,SHA256withRSA,False,True,*.hs-gesundheit.de,True,False,False,False,False,False,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable,not vulnerable
