id,region,name,category,url,dnssec_domain,dnssec_nameserver,has_dnssec,dnssec_is_valid,dnssec_algorithm
395,Rheinland-Pfalz,Hochschule der Polizei Rheinland-Pfalz,Public,www.polizei.rlp.de,rlp.de,ns02.versatel.de.,False,False,
393,Niedersachsen,Polizeiakademie Niedersachsen,Public,www.pa.polizei-nds.de,polizei-nds.de,dns2.niedersachsen.de.,False,False,
397,Saarland,Fachhochschule der Verwaltung des Saarlandes,Public,www.saarland.de,saarland.de,ns4.teresto.net.,False,False,
396,Baden-Württemberg,Hochschule für Kirchenmusik der Diözese Rottenburg-Stuttgart,Private,www.kirchenmusik-hochschule.org,kirchenmusik-hochschule.org,ns2.ns-serve.net.,False,False,
399,Baden-Württemberg,Hochschule für Kirchenmusik der Evangelischen Landeskirche in Württemberg,Private,www.kirchenmusikhochschule.de,kirchenmusikhochschule.de,ns.second-ns.com.,False,False,
400,Rheinland-Pfalz,Vinzenz Pallotti University,Private,vp-uni.de,vp-uni.de,ns1048.ui-dns.org.,False,False,
398,Sachsen,Hochschule der Sächsischen Polizei (FH),Public,www.polizei.sachsen.de,sachsen.de,S2VG300NS03.pzd-svn.de.,False,False,
402,Bayern,U der Bundeswehr München (FB Universitätsstudiengänge),Public,www.unibw.de,unibw.de,dns03.rz.unibw-muenchen.de.,False,False,
401,Baden-Württemberg,H für jüdische Studien Heidelberg (U),Private,www.hfjs.eu,hfjs.eu,dns2.uni-heidelberg.de.,False,False,
403,Hamburg,Helmut-Schmidt-Universität Hamburg,Public,www.hsu-hh.de,hsu-hh.de,dns-3.dfn.de.,False,False,
404,Hessen,Theologische H Ewersbach in Dietzhölztal (Theol. H),Private,Th-ewersbach.de,Th-ewersbach.de,ns4.feg.de.,False,False,
407,Rheinland-Pfalz,Hochschule der Deutschen Bundesbank Hachenburg (Verw-FH),Public,www.hochschule-bundesbank.de,hochschule-bundesbank.de,ns3-any.123ns.eu.,False,False,
405,Baden-Württemberg,Internationale Hochschule Liebenzell (FH),Private,Www.ihl.eu,ihl.eu,a.ns14.net.,False,False,
406,Niedersachsen,"Kommunale H für Verwaltung in Niedersachsen, Hannover (Verw-FH)",Private,www.nsi-hsvn.de,nsi-hsvn.de,ns.pop-hannover.de.,False,False,
409,Brandenburg,HMU Health and Medical University Potsdam (U),Private,www.health-and-medical-university.de,health-and-medical-university.de,docks19.rzone.de.,False,False,
408,Baden-Württemberg,Hochschule der Bundesagentur für Arbeit in Mannheim (FH),Public,www.hdba.de,hdba.de,ns43.domaincontrol.com.,False,False,
410,Nordrhein-Westfalen,"Deutsche Hochschule der Polizei, Münster (U)",Public,www.dhpol.de,dhpol.de,ns2.telekom-domains.de.,False,False,
411,Bayern,H für Philosophie München (Theol. H),Private,www.hfph.de,hfph.de,dns3.lrz.eu.,True,True,RSASHA256
412,Bayern,Augustana-H Neuendettelsau (Theol. H),Private,www.augustana.de,augustana.de,ns81.domaincontrol.com.,False,False,
414,Hessen,Theol. Fakultät Fulda (Theol. H),Private,www.thf-fulda.de,thf-fulda.de,ns.udag.de.,False,False,
416,Baden-Württemberg,PH Freiburg i.Br.,Public,www.ph-freiburg.de,ph-freiburg.de,dns3.belwue.de.,False,False,
415,Hessen,Freie Theologische H (FTH) Gießen (Theol. H),Private,Www.fthgiessen.de,fthgiessen.de,ns01.agenturserver.de.,False,False,
413,Hessen,Phil.-Theol. H Frankfurt a.M. (Theol. H),Private,www.sankt-georgen.de,sankt-georgen.de,chaplin.rz.uni-frankfurt.de.,False,False,
418,Baden-Württemberg,PH Karlsruhe,Public,www.ph-karlsruhe.de,ph-karlsruhe.de,dns3.belwue.de.,False,False,
419,Baden-Württemberg,PH Ludwigsburg,Public,www.ph-ludwigsburg.de,ph-ludwigsburg.de,dns1.belwue.de.,False,False,
422,Nordrhein-Westfalen,H für Kirchenmusik Herford-Witten (Theol. H),Private,www.hochschule-kirchenmusik.de,hochschule-kirchenmusik.de,ns.udag.org.,False,False,
421,Baden-Württemberg,PH Weingarten,Public,www.ph-weingarten.de,ph-weingarten.de,dns1.belwue.de.,False,False,
420,Baden-Württemberg,PH Schwäbisch Gmünd,Public,www.ph-gmuend.de,ph-gmuend.de,dns1.belwue.de.,False,False,
423,Nordrhein-Westfalen,Phil.-Theol. H Münster (Theol. H),Private,www.pth-muenster.de,pth-muenster.de,ns1.domaindiscount24.net.,False,False,
425,Nordrhein-Westfalen,Kölner H für Katholische Theologie (Theol. H),Private,www.khkt.de,khkt.de,ns71.domaincontrol.com.,False,False,
424,Nordrhein-Westfalen,Theol. Fakultät Paderborn (Theol. H),Private,www.thf-paderborn.de,thf-paderborn.de,dns1.uni-paderborn.de.,False,False,
426,Baden-Württemberg,Duale Hochschule Baden-Württemberg,Public,www.dhbw.de,dhbw.de,dns1.belwue.de.,False,False,
429,Hamburg,MSH Medical School Hamburg (FH),Private,www.medicalschool-hamburg.de,medicalschool-hamburg.de,docks08.rzone.de.,False,False,
427,Baden-Württemberg,AKAD Hochschule Stuttgart (Fern-FH),Private,www.akad.de,akad.de,ns01.agenturserver.it.,False,False,
428,Hamburg,Berufliche Hochschule Hamburg (FH),Public,bhh.hamburg.de,hamburg.de,ns1.mcs.de.,False,False,
430,Hessen,Hochschule Geisenheim University (FH),Public,www.hs-geisenheim.de,hs-geisenheim.de,ns01.agenturserver.it.,False,False,
435,Berlin,"Europ. School of Management and Technology, Berlin (U)",Private,esmt.berlin,esmt.berlin,nsa7.schlundtech.de.,False,False,
434,Sachsen-Anhalt,Theol. H Friedensau (Theol. H),Private,www.thh-friedensau.de,thh-friedensau.de,cns2.cloudpit.com.,False,False,
432,Thüringen,Duale Hochschule Gera-Eisenach in Eisenach (FH),Public,www.dhge.de,dhge.de,tethys.ba-gera.de.,False,False,
431,Hessen,Wilhelm Büchner Hochschule Darmstadt (Fern-FH),Private,www.wb-fernstudium.de,wb-fernstudium.de,nsb6.schlundtech.de.,False,False,
433,Sachsen,Hochschule Meißen (FH) und Fortbildungszentrum (Verw-FH),Public,www.hsf.sachsen.de,sachsen.de,secondary006.dtag.net.,False,False,
437,Nordrhein-Westfalen,U Duisburg-Essen,Public,www.uni-due.org,uni-due.org,docks07.rzone.de.,False,False,
438,Rheinland-Pfalz,TU Kaiserslautern,Public,rptu.de,rptu.de,minnetonka.rhrk.uni-kl.de.,True,True,RSASHA1NSEC3SHA1
436,Niedersachsen,Medizinische H Hannover (U),Public,www.mhh.de,mhh.de,nsext2.mh-hannover.de.,False,False,
440,Saarland,Hochschule für Musik Saarbrücken (Kunst-H),Public,www.hfmsaar.de,hfmsaar.de,ns1.rz.uni-saarland.de.,False,False,
441,Baden-Württemberg,Technische Hochschule Ulm (FH),Public,studium.hs-ulm.de,hs-ulm.de,dns2.hs-ulm.de.,False,False,
439,Bayern,H für Musik und Theater München (Kunst-H),Public,www.hmtm.de,hmtm.de,dns3.lrz.eu.,True,True,RSASHA256
442,Baden-Württemberg,SRH Hochschule Heidelberg (FH),Private,www.srh-hochschule-heidelberg.de,srh-hochschule-heidelberg.de,c.regfish-ns.net.,False,False,
447,Thüringen,IU Internationale Hochschule Erfurt in Mannheim (FH),Private,www.iu.de,iu.de,ns-1141.awsdns-14.org.,False,False,
446,Rheinland-Pfalz,Theol. Fakultät Trier (Theol. H),Private,Theologie-trier.de,Theologie-trier.de,docks10.rzone.de.,False,False,
445,Hessen,Luth.-Theologische H Oberursel (Theol. H),Private,lthh.de,lthh.de,cns1.alfahosting.info.,False,False,
448,Nordrhein-Westfalen,H für Ökonomie und Management Essen,Private,www.fom.de,fom.de,ns03.netzfactor.org.,False,False,
443,Bayern,H für angewandte Wissenschaften Würzburg-Schweinfurt in Schweinfurt (FH),Public,www.thws.de,thws.de,ns2.fhws.de.,True,True,RSASHA256
444,Brandenburg,FH für Finanzen Brandenburg Königs Wusterhausen (Verw-FH),Public,fhf.brandenburg.de,brandenburg.de,ns1.brandenburg.de.,True,True,RSASHA256
450,Brandenburg,EU European University of Applied Sciences in Mannheim (FH),Private,www.ue-germany.com,ue-germany.com,ns-1144.awsdns-15.org.,False,False,
449,Nordrhein-Westfalen,International School of Management Dortmund in Stuttgart (FH),Private,www.ism.de,ism.de,ns1077.ui-dns.org.,False,False,
451,Berlin,IB Hochschule für Gesundheit und Soziales Berlin in Stuttgart (FH),Private,www.ib-hochschule.de,ib-hochschule.de,ns1.all-connect.net.,False,False,
452,Berlin,VICTORIA - Internationale Hochschule Berlin in Baden Baden (FH),Private,www.victoria-hochschule.de,victoria-hochschule.de,dns02-ipv6.nbgo.de.,False,False,
453,Berlin,Mediadesign Hochschule Berlin in München (FH),Private,www.mediadesign.de,mediadesign.de,ns.udag.de.,False,False,
454,Nordrhein-Westfalen,FH des Mittelstandes (FHM) in Bamberg (FH),Private,www.fh-mittelstand.de,fh-mittelstand.de,ns1074.ui-dns.com.,False,False,
456,Brandenburg,HSD Hochschule Döpfer Köln in Regensburg (FH),Private,www.hs-doepfer.de,hs-doepfer.de,ns81.domaincontrol.com.,False,False,
457,Nordrhein-Westfalen,Europäische FH (EUFH) in Rostock (FH),Private,www.eufh.de,eufh.de,jeremy.ns.cloudflare.com.,False,False,
455,Berlin,Deutsche Hochschule für Gesundheit und Sport Berlin in Ismaning (FH),Private,www.dhgs-hochschule.de,dhgs-hochschule.de,nsd9.schlundtech.de.,False,False,
458,Nordrhein-Westfalen,"Hochschule des Bundes für öffentliche Verwaltung, FB Bundeswehrverwaltung in Mannheim",Public,www.hsbund.de,hsbund.de,ns.udag.net.,False,False,
311,Sachsen-Anhalt,Hochschule Merseburg (FH),Public,www.hs-merseburg.de,hs-merseburg.de,ns.hs-merseburg.de.,False,False,
417,Baden-Württemberg,PH Heidelberg,Public,www.ph-heidelberg.de,ph-heidelberg.de,mta01.ph-heidelberg.de.,False,False,
