id,region,name,category,url,axfr_domain,axfr_nameservers,has_axfr
58,Niedersachsen,Universität Vechta,Public,www.uni-vechta.de,uni-vechta.de,[],False
59,Nordrhein-Westfalen,TH Aachen (U),Public,www.rwth-aachen.de,rwth-aachen.de,[],False
60,Nordrhein-Westfalen,U Bielefeld,Public,www.uni-bielefeld.de,uni-bielefeld.de,[],False
61,Nordrhein-Westfalen,U Bochum,Public,www.ruhr-uni-bochum.de,ruhr-uni-bochum.de,[],False
62,Nordrhein-Westfalen,U Bonn,Public,www.uni-bonn.de,uni-bonn.de,[],False
63,Nordrhein-Westfalen,TU Dortmund,Public,www.tu-dortmund.de,tu-dortmund.de,[],False
65,Nordrhein-Westfalen,Fernuniversität Hagen,Public,www.fernuni-hagen.de,fernuni-hagen.de,[],False
66,Nordrhein-Westfalen,U Köln,Public,uni-koeln.de,uni-koeln.de,[],False
64,Nordrhein-Westfalen,U Düsseldorf,Public,www.hhu.de,hhu.de,[],False
67,Nordrhein-Westfalen,Deutsche Sporthochschule Köln (U),Public,www.dshs-koeln.de,dshs-koeln.de,[],False
68,Nordrhein-Westfalen,U Münster,Public,www.uni-muenster.de,uni-muenster.de,[],False
72,Nordrhein-Westfalen,Universität Witten-Herdecke (U),Private,www.uni-wh.de,uni-wh.de,[],False
33,Bremen,U Bremen,Public,www.uni-bremen.de,uni-bremen.de,[],False
70,Nordrhein-Westfalen,U Siegen,Public,www.uni-siegen.de,uni-siegen.de,[],False
73,Rheinland-Pfalz,U Mainz in Mainz,Public,www.uni-mainz.de,uni-mainz.de,[],False
71,Nordrhein-Westfalen,U Wuppertal,Public,www.uni-wuppertal.de,uni-wuppertal.de,[],False
76,Rheinland-Pfalz,"Wissenschaftliche H für Unternehmensführung, Vallendar (U)",Private,www.whu.edu,whu.edu,[],False
75,Rheinland-Pfalz,U Trier,Public,www.uni-trier.de,uni-trier.de,[],False
74,Rheinland-Pfalz,Deutsche Universität für Verwaltungswissenschaften Speyer,Public,www.uni-speyer.de,uni-speyer.de,[],False
69,Nordrhein-Westfalen,U Paderborn,Public,www.uni-paderborn.de,uni-paderborn.de,[],False
78,Sachsen,TU Chemnitz,Public,www.tu-chemnitz.de,tu-chemnitz.de,[],False
77,Saarland,U des Saarlandes Saarbrücken in Saarbrücken,Public,www.uni-saarland.de,uni-saarland.de,[],False
79,Sachsen,TU Dresden in Dresden,Public,tu-dresden.de,tu-dresden.de,[],False
83,Sachsen,HHL Leipzig Graduate School of Management (U),Private,www.hhl.de,hhl.de,[],False
81,Sachsen,U Leipzig,Public,www.uni-leipzig.de,uni-leipzig.de,[],False
80,Sachsen,TU Bergakademie Freiberg,Public,tu-freiberg.de,tu-freiberg.de,[],False
82,Sachsen,DIU-Dresden International University (U),Private,www.di-uni.de,di-uni.de,[],False
84,Sachsen-Anhalt,U Halle in Halle,Public,www.uni-halle.de,uni-halle.de,[],False
85,Sachsen-Anhalt,U Magdeburg,Public,www.ovgu.de,ovgu.de,[],False
88,Schleswig-Holstein,U Lübeck,Public,www.uni-luebeck.de,uni-luebeck.de,[],False
86,Schleswig-Holstein,EUF Europa-Universität Flensburg,Public,www.uni-flensburg.de,uni-flensburg.de,[],False
89,Thüringen,U Erfurt,Public,www.uni-erfurt.de,uni-erfurt.de,[],False
87,Schleswig-Holstein,U Kiel,Public,www.uni-kiel.de,uni-kiel.de,[],False
93,Hessen,Evangelische Hochschule Tabor in Marburg (Theol. H),Private,www.eh-tabor.de,eh-tabor.de,[],False
90,Thüringen,TU Ilmenau,Public,www.tu-ilmenau.de,tu-ilmenau.de,[],False
94,Nordrhein-Westfalen,Kirchliche Hochschule Wuppertal / Bethel in Bethel (Theol. H),Private,www.kiho-wuppertal.de,kiho-wuppertal.de,[],False
95,Baden-Württemberg,Staatl. H für Musik Freiburg i.Br. (Kunst-H),Public,www.mh-freiburg.de,mh-freiburg.de,[],False
92,Thüringen,Bauhaus-U Weimar,Public,www.uni-weimar.de,uni-weimar.de,[],False
96,Baden-Württemberg,Staatl. Akademie der Bildenden Künste Karlsruhe (Kunst-H),Public,www.kunstakademie-karlsruhe.de,kunstakademie-karlsruhe.de,[],False
97,Baden-Württemberg,Staatl. H für Gestaltung Karlsruhe (Kunst-H),Public,www.hfg-karlsruhe.de,hfg-karlsruhe.de,[],False
98,Baden-Württemberg,Staatl. H für Musik Karlsruhe (Kunst-H),Public,www.hfm-karlsruhe.de,hfm-karlsruhe.de,[],False
99,Baden-Württemberg,Staatl. H für Musik und Darstellende Kunst Mannheim (Kunst-H),Public,www.muho-mannheim.de,muho-mannheim.de,[],False
103,Bayern,Akademie der Bildenden Künste München (Kunst-H),Public,www.adbk.de,adbk.de,[],False
101,Baden-Württemberg,Staatl. H für Musik und Darstellende Kunst Stuttgart (Kunst-H),Public,www.hmdk-stuttgart.de,hmdk-stuttgart.de,[],False
104,Bayern,Akademie der Bildenden Künste Nürnberg (Kunst-H),Public,www.adbk-nuernberg.de,adbk-nuernberg.de,[],False
106,Bayern,H für Musik Würzburg (Kunst-H),Public,www.hfm-wuerzburg.de,hfm-wuerzburg.de,[],False
107,Bayern,Hochschule für evangelische Kirchenmusik der Evangelisch-Lutherischen Kirche in Bayern,Private,www.hfk-bayreuth.de,hfk-bayreuth.de,[],False
105,Bayern,H für Musik Nürnberg (Kunst-H),Public,www.hfm-nuernberg.de,hfm-nuernberg.de,[],False
102,Baden-Württemberg,Staatl. H für Musik Trossingen (Kunst-H),Public,www.hfm-trossingen.de,hfm-trossingen.de,[],False
108,Bayern,"H für kath. Kirchenmusik und Musikpädagogik, Regensburg (Kunst-H)",Private,www.hfkm-regensburg.de,hfkm-regensburg.de,[],False
110,Berlin,Weißensee Kunsthochschule Berlin (Kunst-H),Public,www.kh-berlin.de,kh-berlin.de,[],False
109,Berlin,U der Künste Berlin (Kunst-H),Public,www.udk-berlin.de,udk-berlin.de,[],False
112,Berlin,H für Schauspielkunst Berlin (Kunst-H),Public,www.hfs-berlin.de,hfs-berlin.de,[],False
111,Berlin,H für Musik Berlin (Kunst-H),Public,www.hfm-berlin.de,hfm-berlin.de,[],False
116,Hessen,H für Bildende Künste - Städelschule Frankfurt a.M. (Kunst-H),Public,www.staedelschule.de,staedelschule.de,[],False
113,Berlin,Barenboim-Said Akademie Berlin (Kunst-H),Private,www.barenboimsaid.de,barenboimsaid.de,[],False
114,Bremen,H für Künste Bremen (Kunst-H),Public,www.hfk-bremen.de,hfk-bremen.de,[],False
43,Hessen,U Kassel in Kassel,Public,www.uni-kassel.de,uni-kassel.de,[],False
117,Hessen,H für Musik und Darstellende Kunst Frankfurt a.M. (Kunst-H),Public,www.hfmdk-frankfurt.de,hfmdk-frankfurt.de,[],False
118,Hessen,H für Gestaltung Offenbach (Kunst-H),Public,www.hfg-offenbach.de,hfg-offenbach.de,[],False
121,Niedersachsen,"Hochschule für Musik, Theater und Medien Hannover (Kunst-H)",Public,www.hmtm-hannover.de,hmtm-hannover.de,[],False
120,Niedersachsen,H für Bildende Künste Braunschweig (Kunst-H),Public,www.hbk-bs.de,hbk-bs.de,[],False
119,Mecklenburg-Vorpommern,H für Musik und Theater Rostock (Kunst-H),Public,www.hmt-rostock.de,hmt-rostock.de,[],False
122,Nordrhein-Westfalen,H für Musik Detmold (Kunst-H),Public,www.hfm-detmold.de,hfm-detmold.de,[],False
123,Nordrhein-Westfalen,Kunstakademie Düsseldorf (Kunst-H),Public,www.kunstakademie-duesseldorf.de,kunstakademie-duesseldorf.de,[],False
91,Thüringen,U Jena,Public,www.uni-jena.de,uni-jena.de,[],False
125,Nordrhein-Westfalen,Folkwang U der Künste Essen in Bochum (Kunst-H),Public,www.folkwang-uni.de,folkwang-uni.de,[],False
126,Nordrhein-Westfalen,KH für Medien Köln (Kunst-H),Public,www.khm.de,khm.de,[],False
129,Nordrhein-Westfalen,Alanus H Alfter (Kunst-H),Private,www.alanus.edu,alanus.edu,[],False
124,Nordrhein-Westfalen,Robert-Schumann-H Düsseldorf (Kunst-H),Public,www.rsh-duesseldorf.de,rsh-duesseldorf.de,[],False
130,Nordrhein-Westfalen,Hochschule der bildenden Künste (HBK) Essen (Kunst-H),Private,Www.hbk-essen.de,hbk-essen.de,[],False
127,Nordrhein-Westfalen,H für Musik und Tanz Köln,Public,www.hfmt-koeln.de,hfmt-koeln.de,[],False
128,Nordrhein-Westfalen,Kunstakademie Münster (Kunst-H),Public,www.kunstakademie-muenster.de,kunstakademie-muenster.de,[],False
132,Sachsen,H für Bildende Künste Dresden (Kunst-H),Public,www.hfbk-dresden.de,hfbk-dresden.de,[],False
100,Baden-Württemberg,Staatl. Akademie der Bildenden Künste Stuttgart (Kunst-H),Public,www.abk-stuttgart.de,abk-stuttgart.de,[],False
135,Sachsen,Palucca Hochschule für Tanz Dresden (Kunst-H),Public,www.palucca.eu,palucca.eu,[],False
131,Saarland,H der Bildenden Künste Saarbrücken (Kunst-H),Public,www.hbksaar.de,hbksaar.de,[],False
134,Sachsen,H für Musik Dresden (Kunst-H),Public,www.hfmdd.de,hfmdd.de,[],False
133,Sachsen,"H für Kirchenmusik der Evang.-Luth. Landeskirche Sachsens, Dresden (Kunst-H)",Private,www.kirchenmusik-dresden.de,kirchenmusik-dresden.de,[],False
28,Brandenburg,Brandenburgische TU Cottbus-Senftenberg,Public,www.b-tu.de,b-tu.de,[],False
138,Sachsen-Anhalt,Burg Giebichenstein Kunsthochschule Halle (Kunst-H),Public,www.burg-halle.de,burg-halle.de,[],False
137,Sachsen,H für Musik und Theater Leipzig (Kunst-H),Public,www.hmt-leipzig.de,hmt-leipzig.de,[],False
136,Sachsen,H für Graphik und Buchkunst Leipzig (Kunst-H),Public,www.hgb-leipzig.de,hgb-leipzig.de,[],False
141,Schleswig-Holstein,Musikhochschule Lübeck (Kunst-H),Public,www.mh-luebeck.de,mh-luebeck.de,[],False
140,Schleswig-Holstein,Muthesius Kunsthochschule Kiel (Kunst-H),Public,www.muthesius-kunsthochschule.de,muthesius-kunsthochschule.de,[],False
139,Sachsen-Anhalt,Evang. H für Kirchenmusik Halle (Kunst-H),Private,www.ehk-halle.de,ehk-halle.de,[],False
143,Baden-Württemberg,Hochschule Aalen - Technik und Wirtschaft in Aalen (FH),Public,www.hs-aalen.de,hs-aalen.de,[],False
146,Baden-Württemberg,H Esslingen in Esslingen (FH),Public,www.hs-esslingen.de,hs-esslingen.de,[],False
147,Baden-Württemberg,H Furtwangen in Furtwangen (FH),Public,www.hs-furtwangen.de,hs-furtwangen.de,[],False
144,Baden-Württemberg,H Albstadt-Sigmaringen in Albstadt (FH),Public,www.hs-albsig.de,hs-albsig.de,[],False
142,Thüringen,H für Musik Weimar (Kunst-H),Public,www.hfm-weimar.de,hfm-weimar.de,[],False
151,Baden-Württemberg,H Mannheim (FH),Public,www.hs-mannheim.de,hs-mannheim.de,[],False
150,Baden-Württemberg,H Konstanz (FH),Public,www.htwg-konstanz.de,htwg-konstanz.de,[],False
149,Baden-Württemberg,H Karlsruhe (FH),Public,www.h-ka.de,h-ka.de,[],False
153,Baden-Württemberg,H Offenburg (FH),Public,www.hs-offenburg.de,hs-offenburg.de,[],False
157,Baden-Württemberg,H für Forstwirtschaft Rottenburg (FH),Public,www.hs-rottenburg.net,hs-rottenburg.net,[],False
154,Baden-Württemberg,H Pforzheim (FH),Public,www.hs-pforzheim.de,hs-pforzheim.de,[],False
156,Baden-Württemberg,H für Technik und Wirtschaft Reutlingen (FH),Public,www.reutlingen-university.de,reutlingen-university.de,[],False
155,Baden-Württemberg,H Ravensburg-Weingarten (FH),Public,www.rwu.de,rwu.de,[],False
161,Baden-Württemberg,"Hochschule Macromedia für angewandte Wissenschaften Stuttgart, Campus Stuttgart (FH)",Private,www.macromedia-fachhochschule.de,macromedia-fachhochschule.de,[],False
158,Baden-Württemberg,H für Gestaltung Schwäbisch Gmünd (FH),Public,www.hfg-gmuend.de,hfg-gmuend.de,[],False
159,Baden-Württemberg,"FH Stuttgart, H der Medien",Public,www.hdm-stuttgart.de,hdm-stuttgart.de,[],False
160,Baden-Württemberg,Hochschule für Technik Stuttgart,Public,www.hft-stuttgart.de,hft-stuttgart.de,[],False
163,Baden-Württemberg,Hochschule der Wirtschaft für Management (HdWM) Mannheim (FH),Private,www.hdwm.de,hdwm.de,[],False
162,Baden-Württemberg,"Karlshochschule International University, Karlsruhe (FH)",Private,www.karlshochschule.de,karlshochschule.de,[],False
164,Baden-Württemberg,Hochschule für Kommunikation und Gestaltung in Stuttgart (FH),Private,www.hfk-bw.de,hfk-bw.de,[],False
166,Baden-Württemberg,"SRH Fernhochschule, Riedlingen (FH)",Private,www.mobile-university.de,mobile-university.de,[],False
165,Baden-Württemberg,Hochschule Fresenius Heidelberg (FH),Private,www.hs-fresenius.de,hs-fresenius.de,[],False
167,Baden-Württemberg,VWA-Hochschule für berufsbegleitendes Studium Stuttgart in Freiburg (FH),Private,www.vwa-hochschule.de,vwa-hochschule.de,[],False
169,Baden-Württemberg,media Akademie - Hochschule Stuttgart (FH),Private,www.media-hs.de,media-hs.de,[],False
168,Baden-Württemberg,Allensbach Hochschule Konstanz (FH),Private,www.allensbach-hochschule.de,allensbach-hochschule.de,[],False
170,Baden-Württemberg,"Merz Akademie Hochschule für Gestaltung, Kunst und Medien, Stuttgart (FH)",Private,www.merz-akademie.de,merz-akademie.de,[],False
171,Baden-Württemberg,Evang. Hochschule Freiburg (FH),Private,www.eh-freiburg.de,eh-freiburg.de,[],False
172,Baden-Württemberg,Theologisches Seminar Reutlingen (FH),Private,www.th-reutlingen.de,th-reutlingen.de,[],False
174,Baden-Württemberg,"Kath. Hochschule Freiburg i.Br., Campus Freiburg (FH)",Private,www.kh-freiburg.de,kh-freiburg.de,[],False
176,Bayern,Hochschule für angewandte Wissenschaften Ansbach in Ansbach (FH),Public,www.hs-ansbach.de,hs-ansbach.de,[],False
173,Baden-Württemberg,Evangelische Hochschule Ludwigsburg in Ludwigsburg (FH),Private,www.eh-ludwigsburg.de,eh-ludwigsburg.de,['88.99.59.87'],True
175,Bayern,Ostbayerische Technische Hochschule Amberg-Weiden (FH) in Amberg,Public,www.oth-aw.de,oth-aw.de,[],False
179,Bayern,Hochschule für angewandte Wissenschaften Coburg (FH),Public,www.hs-coburg.de,hs-coburg.de,[],False
177,Bayern,TH Aschaffenburg (FH),Public,www.th-ab.de,th-ab.de,"['193.174.127.242', '193.174.127.241']",True
178,Bayern,Hochschule für angewandte Wissenschaften Augsburg (FH),Public,www.hs-augsburg.de,hs-augsburg.de,[],False
180,Bayern,Technische Hochschule Deggendorf (FH),Public,www.th-deg.de,th-deg.de,[],False
115,Hamburg,H für Bildende Künste Hamburg (Kunst-H),Public,www.hfbk-hamburg.de,hfbk-hamburg.de,[],False
145,Baden-Württemberg,H Biberach a. d. Riss (FH),Public,www.hochschule-biberach.de,hochschule-biberach.de,[],False
152,Baden-Württemberg,H Nürtingen-Geislingen (FH),Public,www.hfwu.de,hfwu.de,[],False
181,Bayern,Hochschule für angewandte Wissenschaften Hof in Hof (FH),Public,www.hof-university.de,hof-university.de,[],False
148,Baden-Württemberg,H Heilbronn in Heilbronn (FH),Public,www.hs-heilbronn.de,hs-heilbronn.de,[],False
183,Bayern,Hochschule für angewandte Wissenschaften Kempten (FH),Public,www.hs-kempten.de,hs-kempten.de,[],False
188,Bayern,Ostbayerische Technische Hochschule Regensburg (FH),Public,www.oth-regensburg.de,oth-regensburg.de,[],False
185,Bayern,Hochschule für angewandte Wissenschaften München (FH),Public,www.hm.edu,hm.edu,[],False
187,Bayern,Technische Hochschule Nürnberg Georg Simon Ohm (FH),Public,www.th-nuernberg.de,th-nuernberg.de,[],False
191,Bayern,HDBW Hochschule der Bayerischen Wirtschaft für angewandte Wissenschaften in München (FH),Private,www.hdbw-hochschule.de,hdbw-hochschule.de,[],False
193,Bayern,Internationale Hochschule SDI München-Hochschule für angewandte Wissenschaften (FH),Private,www.sdi-muenchen.de,sdi-muenchen.de,[],False
189,Bayern,TH Rosenheim in Rosenheim (FH),Public,www.th-rosenheim.de,th-rosenheim.de,[],False
194,Bayern,Munich Business School München (FH),Private,www.munich-business-school.de,munich-business-school.de,[],False
190,Bayern,H für angewandte Wissenschaften Weihenstephan-Triesdorf (FH) in Triesdorf,Public,www.hswt.de,hswt.de,[],False
192,Bayern,"Hochschule für angewandtes Management, Ismaning (FH)",Private,www.fham.de,fham.de,[],False
195,Bayern,"SRH Wilhelm Löhe Hochschule, Fürth (FH)",Private,www.srh-hochschule-fuerth.de,srh-hochschule-fuerth.de,[],False
197,Bayern,Katholische Stiftungshochschule München (FH),Private,www.ksh-muenchen.de,ksh-muenchen.de,[],False
182,Bayern,Technische Hochschule Ingolstadt in Ingolstadt (FH),Public,www.thi.de,thi.de,[],False
196,Bayern,Evang. Hochschule Nürnberg (FH),Private,www.evhn.de,evhn.de,[],False
199,Berlin,Berliner Hochschule für Technik (FH),Public,www.bht-berlin.de,bht-berlin.de,[],False
184,Bayern,Hochschule für angewandte Wissenschaften Landshut (FH),Public,www.haw-landshut.de,haw-landshut.de,[],False
200,Berlin,H für Technik und Wirtschaft Berlin (FH),Public,www.htw-berlin.de,htw-berlin.de,[],False
186,Bayern,Hochschule für angewandte Wissenschaften Neu-Ulm (FH),Public,www.hnu.de,hnu.de,[],False
202,Berlin,BSP Business and Law School - Hochschule für Management und Recht Berlin in Berlin (FH),Private,www.businessschool-berlin.de,businessschool-berlin.de,[],False
204,Berlin,Akkon Hochschule Berlin (FH),Private,www.akkon-hochschule.de,akkon-hochschule.de,[],False
201,Berlin,"HWR Berlin, Fachbereich Wirtschaft (FH)",Public,www.hwr-berlin.de,hwr-berlin.de,[],False
205,Berlin,"Medical School Berlin, H für Gesundheit und Medizin (FH)",Private,www.medicalschool-berlin.de,medicalschool-berlin.de,[],False
206,Berlin,Digital Business University Berlin (FH),Private,www.dbuas.de,dbuas.de,[],False
207,Berlin,"H für Medien, Kommunikation und Wirtschaft Berlin in Berlin (FH)",Private,www.hmkw.de,hmkw.de,[],False
208,Berlin,SRH Berlin University of Applied Sciences in Berlin (FH),Private,www.srh-berlin.de,srh-berlin.de,[],False
212,Berlin,DEKRA Hochschule für Medien Berlin (FH),Private,www.dekra-hochschule.de,dekra-hochschule.de,[],False
210,Berlin,Hochschule für angewandte Pädagogik Berlin (FH),Private,www.hsap.de,hsap.de,[],False
213,Berlin,Quadriga Hochschule Berlin (FH),Private,www.quadriga-hochschule.com,quadriga-hochschule.com,[],False
209,Berlin,CODE University of Applied Sciences Berlin (FH),Private,code.berlin,code.berlin,[],False
211,Berlin,Berlin International University of Applied Sciences (FH),Private,www.berlin-international.de,berlin-international.de,[],False
214,Berlin,Evangelische Hochschule Berlin (FH),Private,www.eh-berlin.de,eh-berlin.de,[],False
215,Berlin,Katholische Hochschule für Sozialwesen Berlin (FH),Private,www.khsb-berlin.de,khsb-berlin.de,[],False
203,Berlin,bbw Hochschule Berlin (FH),Private,www.bbw-hochschule.de,bbw-hochschule.de,[],False
219,Brandenburg,Fachhochschule für Sport und Management Potsdam (FH),Private,www.fhsmp.de,fhsmp.de,[],False
217,Brandenburg,Hochschule für nachhaltige Entwicklung Eberswalde (FH),Public,www.hnee.de,hnee.de,[],False
218,Brandenburg,FH Potsdam,Public,www.fh-potsdam.de,fh-potsdam.de,[],False
222,Brandenburg,Fachhochschule Clara Hoffbauer Potsdam (FH),Private,www.fhchp.de,fhchp.de,[],False
220,Brandenburg,Technische Hochschule Wildau (FH),Public,www.th-wildau.de,th-wildau.de,[],False
223,Brandenburg,XU Exponential University Potsdam (FH),Private,xu-university.com,xu-university.com,[],False
221,Brandenburg,Theologische Hochschule Elstal (FH),Private,www.th-elstal.de,th-elstal.de,[],False
224,Brandenburg,GISMA Business School Potsdam (FH),Private,www.gisma.com,gisma.com,[],False
216,Brandenburg,Technische Hochschule Brandenburg (FH),Public,www.th-brandenburg.de,th-brandenburg.de,[],False
227,Bremen,APOLLON H der Gesundheitswirtschaft Bremen (FH),Private,www.apollon-hochschule.de,apollon-hochschule.de,[],False
229,Hamburg,Europ. Fern-H Hamburg GmbH Hamburg (FH),Private,www.euro-fh.de,euro-fh.de,[],False
228,Hamburg,H für Angewandte Wissenschaften Hamburg (FH),Public,www.haw-hamburg.de,haw-hamburg.de,[],False
230,Hamburg,HFH Hamburger Fern-H (FH),Private,www.hfh-fernstudium.de,hfh-fernstudium.de,[],False
225,Bremen,H Bremen (FH),Public,www.hs-bremen.de,hs-bremen.de,[],False
226,Bremen,H Bremerhaven (FH),Public,www.hs-bremerhaven.de,hs-bremerhaven.de,[],False
231,Hamburg,HSBA Hamburg School of Business Admin. (FH),Private,www.hsba.de,hsba.de,[],False
233,Hamburg,Northern Business School Hamburg (FH),Private,www.nbs.de,nbs.de,[],False
234,Hamburg,Brand University Hamburg (FH),Private,www.brand-university.de,brand-university.de,[],False
232,Hamburg,"Evang. H für Soziale Arbeit und Diakonie, Hamburg (FH)",Private,www.ev-hochschule-hh.de,ev-hochschule-hh.de,[],False
236,Hessen,Frankfurt University of Applied Sciences (FH),Public,www.frankfurt-university.de,frankfurt-university.de,[],False
235,Hessen,h_da - H Darmstadt in Darmstadt (FH),Public,www.h-da.de,h-da.de,[],False
239,Hessen,Hochschule RheinMain (FH) in Rüsselsheim,Public,www.hs-rm.de,hs-rm.de,[],False
238,Hessen,Technische Hochschule Mittelhessen (THM) in Friedberg (FH),Public,www.thm.de,thm.de,[],False
237,Hessen,Hochschule Fulda (FH),Public,www.hs-fulda.de,hs-fulda.de,[],False
241,Hessen,"Provadis School of Intern. Management and Technology, Frankfurt a.M. (FH)",Private,www.provadis-hochschule.de,provadis-hochschule.de,[],False
244,Hessen,"Evangelische Hochschule Darmstadt (EHD), (FH)",Private,www.eh-darmstadt.de,eh-darmstadt.de,[],False
240,Hessen,accadis Hochschule Bad Homburg (FH),Private,www.accadis.com,accadis.com,[],False
242,Hessen,UoL-University of Labour Frankfurt (FH),Private,www.university-of-labour.de,university-of-labour.de,[],False
245,Hessen,CVJM-Hochschule Kassel (FH),Private,www.cvjm-hochschule.de,cvjm-hochschule.de,[],False
246,Mecklenburg-Vorpommern,Hochschule Neubrandenburg (FH),Public,www.hs-nb.de,hs-nb.de,[],False
247,Mecklenburg-Vorpommern,Hochschule Stralsund (FH),Public,www.hochschule-stralsund.de,hochschule-stralsund.de,[],False
249,Niedersachsen,Hochschule Braunschweig-Wolfenbüttel in Salzgitter (FH),Public,www.ostfalia.de,ostfalia.de,[],False
250,Niedersachsen,Hochschule Emden/Leer in Emden (FH),Public,www.hs-emden-leer.de,hs-emden-leer.de,[],False
251,Niedersachsen,Hochschule Hannover (FH),Public,www.hs-hannover.de,hs-hannover.de,[],False
248,Mecklenburg-Vorpommern,Hochschule Wismar (FH),Public,www.hs-wismar.de,hs-wismar.de,[],False
198,Berlin,Alice Salomon Hochschule Berlin (FH),Public,www.ash-berlin.eu,ash-berlin.eu,[],False
253,Niedersachsen,Hochschule Hildesheim/Holzminden/Göttingen in Göttingen (FH),Public,www.hawk.de,hawk.de,[],False
252,Niedersachsen,"Hochschule Weserbergland (HSW), Hameln (FH)",Private,www.hsw-hameln.de,hsw-hameln.de,[],False
254,Niedersachsen,Hochschule Wilhelmshaven/Oldenburg/Elsfleth in Elsfleth (FH),Public,www.jade-hs.de,jade-hs.de,[],False
258,Niedersachsen,Fachhochschule für die Wirtschaft Hannover (FHDW) (FH),Private,www.fhdw-hannover.de,fhdw-hannover.de,[],False
255,Niedersachsen,Hochschule Osnabrück in Osnabrück (FH),Public,www.hs-osnabrueck.de,hs-osnabrueck.de,[],False
256,Niedersachsen,"Hochschule21, Buxtehude (FH)",Private,www.hs21.de,hs21.de,[],False
257,Niedersachsen,FH für Interkulturelle Theologie Hermannsburg (FH),Private,www.fh-hermannsburg.de,fh-hermannsburg.de,[],False
260,Niedersachsen,H für Wirtschaft und Technik Vechta/Diepholz in Diepholz (FH),Private,www.phwt.de,phwt.de,[],False
261,Niedersachsen,Leibniz - Fachhochschule Hannover (FH),Private,www.leibniz-fh.de,leibniz-fh.de,[],False
259,Niedersachsen,FH Ottersberg (FH),Private,www.hks-ottersberg.de,hks-ottersberg.de,[],False
265,Nordrhein-Westfalen,Hochschule für Gesundheit Bochum (FH),Public,www.hs-gesundheit.de,hs-gesundheit.de,[],False
264,Nordrhein-Westfalen,Hochschule Bochum (FH) in Bochum,Public,www.hochschule-bochum.de,hochschule-bochum.de,[],False
267,Nordrhein-Westfalen,FH Dortmund,Public,www.fh-dortmund.de,fh-dortmund.de,[],False
262,Nordrhein-Westfalen,FH Aachen in Aachen,Public,www.fh-aachen.de,fh-aachen.de,[],False
266,Nordrhein-Westfalen,H Bonn-Rhein-Sieg in Rheinbach (FH),Public,www.h-brs.de,h-brs.de,['194.95.70.4'],True
269,Nordrhein-Westfalen,Westfälische H in Gelsenkirchen/Bocholt/Recklinghausen (FH) in Bocholt,Public,www.w-hs.de,w-hs.de,[],False
272,Nordrhein-Westfalen,TH Ostwestfalen-Lippe in Lemgo/Detmold/Höxter in Detmold (FH),Public,www.th-owl.de,th-owl.de,[],False
271,Nordrhein-Westfalen,Technische Hochschule Köln (FH) in Gummersbach,Public,www.th-koeln.de,th-koeln.de,[],False
270,Nordrhein-Westfalen,H Hamm-Lippstadt in Hamm (FH),Public,www.hshl.de,hshl.de,[],False
273,Nordrhein-Westfalen,FH Münster in Münster,Public,www.fh-muenster.de,fh-muenster.de,[],False
275,Nordrhein-Westfalen,H Rhein-Waal in Kleve (FH),Public,www.hochschule-rhein-waal.de,hochschule-rhein-waal.de,[],False
268,Nordrhein-Westfalen,H Düsseldorf (FH),Public,www.hs-duesseldorf.de,hs-duesseldorf.de,[],False
274,Nordrhein-Westfalen,H Niederrhein in Krefeld (FH),Public,www.hs-niederrhein.de,hs-niederrhein.de,[],False
277,Nordrhein-Westfalen,H Ruhr-West (FH) in Bottrop,Public,www.hochschule-ruhr-west.de,hochschule-ruhr-west.de,[],False
276,Nordrhein-Westfalen,FH Südwestfalen in Hagen,Public,www.fh-swf.de,fh-swf.de,"['193.174.68.5', '193.174.68.226']",True
279,Nordrhein-Westfalen,"Kolping H, Köln (FH)",Private,www.kolping-hochschule.de,kolping-hochschule.de,[],False
278,Nordrhein-Westfalen,Fliedner Fachhochschule Düsseldorf (FH),Private,www.fliedner-fachhochschule.de,fliedner-fachhochschule.de,[],False
283,Nordrhein-Westfalen,IST-Hochschule für Management Düsseldorf (FH),Private,www.ist-hochschule.de,ist-hochschule.de,[],False
282,Nordrhein-Westfalen,H für Finanzwirtschaft & Management Bonn (FH),Private,www.s-hochschule.de,s-hochschule.de,[],False
280,Nordrhein-Westfalen,TH Georg Agricola Bochum (FH),Private,www.thga.de,thga.de,[],False
285,Nordrhein-Westfalen,"CBS International Business School, Campus Köln (FH)",Private,cbs.de,cbs.de,[],False
287,Nordrhein-Westfalen,FH der Wirtschaft Paderborn in Bergisch-Gladbach (FH),Private,www.fhdw.de,fhdw.de,[],False
243,Hessen,DIPLOMA - FH Nordhessen in Bad Sooden-Allendorf (FH),Private,www.diploma.de,diploma.de,[],False
286,Nordrhein-Westfalen,Rheinische FH Köln in Köln (FH),Private,www.rfh-koeln.de,rfh-koeln.de,[],False
