ID,Region,Name,Category,Url
42,Hessen,U Gießen,Public,www.uni-giessen.de
43,Hessen,U Kassel in Kassel,Public,www.uni-kassel.de
44,Hessen,U Marburg,Public,www.uni-marburg.de
45,Hessen,Frankfurt School of Finance & Management-HfB (U),Private,www.frankfurt-school.de
46,Hessen,EBS U für Wirtschaft und Recht in Wiesbaden (U),Private,www.ebs.edu
47,Mecklenburg-Vorpommern,U Greifswald,Public,www.uni-greifswald.de
48,Mecklenburg-Vorpommern,U Rostock,Public,www.uni-rostock.de
49,Niedersachsen,TU Braunschweig,Public,www.tu-braunschweig.de
50,Niedersachsen,TU Clausthal,Public,www.tu-clausthal.de
51,Niedersachsen,U Göttingen,Public,www.uni-goettingen.de
52,Niedersachsen,U Hannover,Public,www.uni-hannover.de
53,Niedersachsen,Tierärztliche H Hannover (U),Public,www.tiho-hannover.de
54,Niedersachsen,U Hildesheim,Public,www.uni-hildesheim.de
55,Niedersachsen,U Lüneburg,Public,www.leuphana.de
56,Niedersachsen,U Oldenburg,Public,www.uol.de
57,Niedersachsen,U Osnabrück,Public,www.uni-osnabrueck.de
58,Niedersachsen,Universität Vechta,Public,www.uni-vechta.de
59,Nordrhein-Westfalen,TH Aachen (U),Public,www.rwth-aachen.de
60,Nordrhein-Westfalen,U Bielefeld,Public,www.uni-bielefeld.de
61,Nordrhein-Westfalen,U Bochum,Public,www.ruhr-uni-bochum.de
62,Nordrhein-Westfalen,U Bonn,Public,www.uni-bonn.de
63,Nordrhein-Westfalen,TU Dortmund,Public,www.tu-dortmund.de
64,Nordrhein-Westfalen,U Düsseldorf,Public,www.hhu.de
65,Nordrhein-Westfalen,Fernuniversität Hagen,Public,www.fernuni-hagen.de
66,Nordrhein-Westfalen,U Köln,Public,uni-koeln.de
67,Nordrhein-Westfalen,Deutsche Sporthochschule Köln (U),Public,www.dshs-koeln.de
68,Nordrhein-Westfalen,U Münster,Public,www.uni-muenster.de
69,Nordrhein-Westfalen,U Paderborn,Public,www.uni-paderborn.de
70,Nordrhein-Westfalen,U Siegen,Public,www.uni-siegen.de
71,Nordrhein-Westfalen,U Wuppertal,Public,www.uni-wuppertal.de
72,Nordrhein-Westfalen,Universität Witten-Herdecke (U),Private,www.uni-wh.de
73,Rheinland-Pfalz,U Mainz in Mainz,Public,www.uni-mainz.de
74,Rheinland-Pfalz,Deutsche Universität für Verwaltungswissenschaften Speyer,Public,www.uni-speyer.de
75,Rheinland-Pfalz,U Trier,Public,www.uni-trier.de
76,Rheinland-Pfalz,"Wissenschaftliche H für Unternehmensführung, Vallendar (U)",Private,www.whu.edu
77,Saarland,U des Saarlandes Saarbrücken in Saarbrücken,Public,www.uni-saarland.de
78,Sachsen,TU Chemnitz,Public,www.tu-chemnitz.de
79,Sachsen,TU Dresden in Dresden,Public,tu-dresden.de
80,Sachsen,TU Bergakademie Freiberg,Public,tu-freiberg.de
81,Sachsen,U Leipzig,Public,www.uni-leipzig.de
82,Sachsen,DIU-Dresden International University (U),Private,www.di-uni.de
83,Sachsen,HHL Leipzig Graduate School of Management (U),Private,www.hhl.de
84,Sachsen-Anhalt,U Halle in Halle,Public,www.uni-halle.de
85,Sachsen-Anhalt,U Magdeburg,Public,www.ovgu.de
86,Schleswig-Holstein,EUF Europa-Universität Flensburg,Public,www.uni-flensburg.de
87,Schleswig-Holstein,U Kiel,Public,www.uni-kiel.de
88,Schleswig-Holstein,U Lübeck,Public,www.uni-luebeck.de
89,Thüringen,U Erfurt,Public,www.uni-erfurt.de
90,Thüringen,TU Ilmenau,Public,www.tu-ilmenau.de
91,Thüringen,U Jena,Public,www.uni-jena.de
92,Thüringen,Bauhaus-U Weimar,Public,www.uni-weimar.de
93,Hessen,Evangelische Hochschule Tabor in Marburg (Theol. H),Private,www.eh-tabor.de
94,Nordrhein-Westfalen,Kirchliche Hochschule Wuppertal / Bethel in Bethel (Theol. H),Private,www.kiho-wuppertal.de
95,Baden-Württemberg,Staatl. H für Musik Freiburg i.Br. (Kunst-H),Public,www.mh-freiburg.de
96,Baden-Württemberg,Staatl. Akademie der Bildenden Künste Karlsruhe (Kunst-H),Public,www.kunstakademie-karlsruhe.de
97,Baden-Württemberg,Staatl. H für Gestaltung Karlsruhe (Kunst-H),Public,www.hfg-karlsruhe.de
98,Baden-Württemberg,Staatl. H für Musik Karlsruhe (Kunst-H),Public,www.hfm-karlsruhe.de
99,Baden-Württemberg,Staatl. H für Musik und Darstellende Kunst Mannheim (Kunst-H),Public,www.muho-mannheim.de
100,Baden-Württemberg,Staatl. Akademie der Bildenden Künste Stuttgart (Kunst-H),Public,www.abk-stuttgart.de
101,Baden-Württemberg,Staatl. H für Musik und Darstellende Kunst Stuttgart (Kunst-H),Public,www.hmdk-stuttgart.de
102,Baden-Württemberg,Staatl. H für Musik Trossingen (Kunst-H),Public,www.hfm-trossingen.de
103,Bayern,Akademie der Bildenden Künste München (Kunst-H),Public,www.adbk.de
104,Bayern,Akademie der Bildenden Künste Nürnberg (Kunst-H),Public,www.adbk-nuernberg.de
105,Bayern,H für Musik Nürnberg (Kunst-H),Public,www.hfm-nuernberg.de
106,Bayern,H für Musik Würzburg (Kunst-H),Public,www.hfm-wuerzburg.de
107,Bayern,Hochschule für evangelische Kirchenmusik der Evangelisch-Lutherischen Kirche in Bayern,Private,www.hfk-bayreuth.de
108,Bayern,"H für kath. Kirchenmusik und Musikpädagogik, Regensburg (Kunst-H)",Private,www.hfkm-regensburg.de
